district_name,state_name,confidence_tier,Overall_MAI,Rank_Overall,Chronic_MAI,Rank_Chronic,Acute_MAI,Rank_Acute
DHARMAPURI,TAMIL NADU,HIGH,51.80292729996685,227,52.224629121557186,227,51.49927164863277,283
KRISHNAGIRI,TAMIL NADU,MEDIUM,68.5987172458733,66,68.4506804659005,82,66.93726833062198,115
COIMBATORE,TAMIL NADU,HIGH,95.26871375069548,3,93.92728592296281,4,94.04338075951597,2
TIRUPPUR,TAMIL NADU,MEDIUM,75.44051389962213,36,79.96130606834258,27,72.07063197920525,71
YANAM,PUDUCHERRY,MEDIUM,44.479124561975304,320,66.4190111100778,93,38.843084894967916,421
PUDUCHERRY,PUDUCHERRY,LOW,59.77507696156836,138,81.81503527408636,22,57.53576950393274,219
MAHE,PUDUCHERRY,MEDIUM,52.71668472028803,213,72.74132055903358,58,49.3121521564632,312
KARAIKAL,PUDUCHERRY,MEDIUM,44.325743269399815,324,70.23200704933305,69,37.59592262399333,435
NICOBARS,ANDAMAN NICOBAR ISLANDS,LOW,30.856402393328025,494,23.633868234168624,537,29.058758888085016,503
NORTH MIDDLE ANDAMAN,ANDAMAN NICOBAR ISLANDS,LOW,32.034666677876686,486,26.920626168160688,504,28.187789774386257,513
SOUTH ANDAMAN,ANDAMAN NICOBAR ISLANDS,LOW,33.72938810295475,457,29.927213362624762,481,30.120880437133856,496
