macro_nightlights_mean_shap,macro_economic_employees_shap,macro_literacy_rate_shap,macro_population_shap,macro_economic_establishments_shap,chronic_diabetes_prevalence_shap,chronic_hypertension_prevalence_shap,state_name,district_name
-2.310948,2.8771243,1.3594865,0.66770756,-0.80283946,-6.4444914,-2.4692783,PUNJAB,PATIALA
-5.1538877,7.802671,1.9640933,14.285407,-2.0674043,-7.338655,-2.3469298,PUNJAB,AMRITSAR
-2.9925005,2.916876,-0.6968353,-13.980387,-3.0957618,-5.3928676,-2.4529018,PUNJAB,TARN TARAN
-3.1392925,-2.823796,-0.35620114,-20.01901,-0.7353128,-4.5549297,-1.9755541,PUNJAB,RUPNAGAR
-2.877391,5.3103895,0.55566573,-15.041034,-0.48627356,-5.5123587,-1.6030705,PUNJAB,SAHIBZADA AJIT SINGH NAGAR
-5.2174277,3.488638,-0.6910882,-4.996835,-1.6537971,-6.3804135,-2.989438,PUNJAB,SANGRUR
-3.4105272,-2.9420466,-0.9368167,-21.855492,-0.3875012,-4.4801645,-2.682492,PUNJAB,BARNALA
-4.006291,7.8484674,0.25495213,-15.907407,-1.4010509,-5.748594,4.854954,CHANDIGARH,CHANDIGARH
3.2876172,-6.9190116,0.45229995,-25.503822,-1.6704963,-0.46396875,4.6676426,UTTARAKHAND,UTTARKASHI
3.7876692,-4.2193055,2.524081,-25.39559,-0.801735,0.06905925,5.2912784,UTTARAKHAND,CHAMOLI
3.256635,-7.7335205,-0.48746654,-27.135328,-2.0004845,-0.4183181,5.0099273,UTTARAKHAND,RUDRAPRAYAG
4.3873806,-2.9843235,2.1541746,-19.538391,1.4334507,-0.62869537,4.795117,UTTARAKHAND,TEHRI GARHWAL
-2.6871684,4.367575,1.0134798,-3.9896226,-1.4012238,-3.4236076,2.9797492,UTTARAKHAND,DEHRADUN
