state_name,district_name,data_completeness_score,data_confidence_tier,macro_population,macro_literacy_rate,macro_economic_establishments,macro_economic_employees,macro_nightlights_mean,chronic_diabetes_prevalence,chronic_hypertension_prevalence,chronic_cancer_incidence_aar,infra_hospitals_count,infra_phc_chc_count,infra_pmbjp_kendra_count,climate_rainfall_annual_mm,climate_rainfall_volatility,climate_rainfall_deviation_pct
JAMMU KASHMIR,KUPWARA,71.42857142857143,MEDIUM,26.5625,12.812499999999998,23.28125,21.40625,13.4375,1.7187500000000002,37.734375,71.71875,22.8125,45.15625,41.953125,16.40625,7.34375,55.3125
JAMMU KASHMIR,BADGAM,57.14285714285714,LOW,23.28125,4.6875,46.09375,44.0625,63.125,1.484375,41.484375,70.46875,2.65625,47.03125,0.703125,0.3125,2.34375,64.53125
JAMMU KASHMIR,LEH LADAKH,50.0,LOW,5.0,74.0625,8.28125,9.6875,1.40625,21.484375,55.39062500000001,90.15625,57.34375000000001,26.406249999999996,43.4375,72.65625,67.8125,64.375
JAMMU KASHMIR,KARGIL,50.0,LOW,5.78125,47.03125,5.9375,5.625,1.875,21.484375,55.39062500000001,90.0,53.59374999999999,23.90625,27.65625,71.875,65.15625,65.15625
JAMMU KASHMIR,PUNCH,57.14285714285714,LOW,14.374999999999998,24.21875,13.90625,12.5,39.6875,1.875,30.0,82.96875,3.125,41.71875,5.46875,0.9375,2.34375,58.75
JAMMU KASHMIR,RAJOURI,71.42857142857143,MEDIUM,19.84375,29.843750000000004,16.5625,16.875,40.15625,2.65625,17.96875,80.9375,22.5,33.75,39.53125,71.25,54.53125,40.15625
JAMMU KASHMIR,KATHUA,78.57142857142857,MEDIUM,18.90625,53.90625,21.5625,25.46875,52.34375,21.171875,50.15625,84.84375,51.5625,26.09375,41.953125,74.375,66.40625,0.9375
JAMMU KASHMIR,BARAMULA,64.28571428571429,LOW,30.78125,22.03125,45.0,41.40625,28.90625,4.21875,51.09375000000001,61.25000000000001,23.75,57.03125,56.56250000000001,0.46875,2.34375,67.34375
JAMMU KASHMIR,BANDIPORE,71.42857142857143,MEDIUM,12.65625,7.8125,12.34375,11.25,12.03125,2.96875,42.1875,85.9375,23.28125,33.90625,29.453125000000004,15.78125,7.187499999999999,63.4375
JAMMU KASHMIR,SRINAGAR,71.42857142857143,MEDIUM,39.53125,43.75,64.84375,65.3125,96.71875,0.9375,40.390625,62.34375,24.6875,57.34375000000001,74.765625,23.59375,8.28125,49.6875
JAMMU KASHMIR,GANDERBAL,71.42857142857143,MEDIUM,10.78125,9.375,10.625,10.78125,24.84375,3.5937499999999996,44.84375,87.65625,25.624999999999996,28.125,29.453125000000004,29.375,8.90625,65.0
JAMMU KASHMIR,PULWAMA,71.42857142857143,MEDIUM,16.25,17.03125,24.53125,23.75,50.46874999999999,0.3125,48.59375,80.0,24.0625,44.21875,59.53125,27.8125,9.21875,57.65625
JAMMU KASHMIR,SHUPIYAN,57.14285714285714,LOW,10.0,14.374999999999998,10.0,8.125,19.6875,0.15625,13.515625,87.1875,2.34375,37.03125,0.703125,0.78125,2.34375,54.37499999999999
JAMMU KASHMIR,ANANTNAG,78.57142857142857,MEDIUM,34.21875,12.968750000000002,44.6875,40.78125,18.28125,7.03125,42.5,60.3125,26.718750000000004,45.9375,71.953125,32.8125,9.53125,4.53125
JAMMU KASHMIR,KULGAM,71.42857142857143,MEDIUM,13.4375,10.9375,21.875,17.1875,11.40625,0.625,54.6875,81.875,25.78125,40.0,47.34375,52.03124999999999,18.4375,60.0
JAMMU KASHMIR,DODA,78.57142857142857,MEDIUM,13.125,20.3125,9.84375,8.4375,14.531250000000002,6.5625,53.515625,86.40625,26.406249999999996,24.53125,26.25,50.31250000000001,33.28125,1.7187500000000002
JAMMU KASHMIR,RAMBAN,71.42857142857143,MEDIUM,10.625,4.375,7.187499999999999,5.9375,29.062500000000004,0.78125,28.59375,88.125,3.28125,24.0625,29.453125000000004,68.125,37.65625,50.0
JAMMU KASHMIR,KISHTWAR,71.42857142857143,MEDIUM,8.59375,7.187499999999999,8.125,6.875000000000001,3.125,0.46875,12.03125,88.4375,2.5,26.25,23.671875,29.21875,17.03125,47.65625
JAMMU KASHMIR,UDHAMPUR,78.57142857142857,MEDIUM,16.09375,34.375,17.5,17.5,40.0,5.15625,40.78125,83.90625,26.25,20.78125,35.546875,77.34375,53.43750000000001,0.625
JAMMU KASHMIR,REASI,71.42857142857143,MEDIUM,11.09375,8.75,11.875,12.34375,24.0625,1.484375,28.203125,88.28125,21.5625,22.03125,29.453125000000004,80.9375,65.46875,45.625
JAMMU KASHMIR,JAMMU,78.57142857142857,MEDIUM,49.21875,85.9375,65.0,66.5625,92.96875,4.53125,51.953125,55.625,53.43750000000001,64.0625,92.578125,81.5625,76.25,1.5625
JAMMU KASHMIR,SAMBA,71.42857142857143,MEDIUM,11.40625,78.125,14.84375,25.78125,89.0625,10.078125,50.85937499999999,92.5,52.96875,34.53125,55.00000000000001,68.59375,68.59375,57.8125
HIMACHAL PRADESH,CHAMBA,78.57142857142857,MEDIUM,15.156249999999998,51.40625,20.78125,20.0,5.9375,10.546875,46.25,83.125,48.75,24.21875,12.265625,69.0625,56.875,2.5
HIMACHAL PRADESH,KANGRA,78.57142857142857,MEDIUM,48.4375,91.25,76.25,68.59375,14.21875,37.96875,72.1875,39.53125,71.71875,50.0,56.56250000000001,77.65625,72.65625,2.03125
HIMACHAL PRADESH,LAHUL SPITI,71.42857142857143,MEDIUM,0.46875,71.875,3.125,4.53125,0.625,2.109375,30.0,93.125,24.21875,22.1875,34.21875,13.750000000000002,11.09375,6.406249999999999
HIMACHAL PRADESH,KULLU,78.57142857142857,MEDIUM,13.593749999999998,74.21875,32.03125,29.062500000000004,6.875000000000001,4.53125,39.84375,81.25,50.9375,31.71875,7.734375,48.28125,29.531249999999996,50.625
HIMACHAL PRADESH,MANDI,78.57142857142857,MEDIUM,30.46875,80.625,56.25,51.71875,12.1875,30.390625,53.515625,62.5,68.59375,38.75,41.953125,67.5,51.40625,5.9375
HIMACHAL PRADESH,HAMIRPUR,78.57142857142857,MEDIUM,13.90625,94.84375,27.968749999999996,26.09375,13.593749999999998,78.4375,96.25,81.40625,85.3125,27.34375,32.578125,37.96875,46.71875,3.4375000000000004
HIMACHAL PRADESH,UNA,78.57142857142857,MEDIUM,15.312500000000002,91.71875,25.78125,32.1875,37.8125,78.75,88.515625,86.5625,84.21875,20.3125,29.453125000000004,44.21875,37.03125,11.5625
HIMACHAL PRADESH,BILASPUR,78.57142857142857,MEDIUM,12.1875,88.75,24.21875,22.65625,25.624999999999996,73.828125,49.84375,85.3125,71.875,14.21875,17.421875,64.84375,52.03124999999999,10.3125
HIMACHAL PRADESH,SOLAN,78.57142857142857,MEDIUM,17.1875,84.21875,38.28125,69.53125,61.09375,21.171875,52.81249999999999,94.84375,56.40625,20.46875,21.328125,72.5,54.0625,3.75
HIMACHAL PRADESH,SIRMAUR,78.57142857142857,MEDIUM,15.46875,69.375,24.0625,37.34375,18.75,6.71875,43.59375,89.375,51.40625,22.34375,17.421875,79.0625,66.09375,4.0625
HIMACHAL PRADESH,SHIMLA,78.57142857142857,MEDIUM,24.6875,88.4375,40.9375,53.59374999999999,10.0,22.109375,52.65625000000001,81.09375,57.8125,37.5,23.671875,53.125,37.8125,39.0625
HIMACHAL PRADESH,KINNAUR,78.57142857142857,MEDIUM,3.4375000000000004,80.0,7.34375,9.375,4.21875,2.109375,47.5,91.09375,28.59375,31.406250000000004,3.359375,8.125,6.71875,50.9375
PUNJAB,GURDASPUR,92.85714285714286,HIGH,69.375,76.875,74.84375,69.21875,71.25,82.578125,70.234375,26.718750000000004,38.59375,49.53125,52.03124999999999,24.53125,32.1875,1.09375
PUNJAB,KAPURTHALA,92.85714285714286,HIGH,24.84375,76.09375,44.375,56.40625,78.75,82.578125,70.234375,80.3125,77.96875,11.328125,44.453125,35.625,46.09375,14.84375
PUNJAB,JALANDHAR,92.85714285714286,HIGH,67.65625,84.6875,85.78125,87.03125,89.53125,82.578125,70.234375,38.90625,62.890625,55.3125,80.46875,17.1875,24.6875,2.34375
PUNJAB,HOSHIARPUR,92.85714285714286,HIGH,51.09375000000001,89.53125,70.0,70.78125,48.4375,82.578125,70.234375,47.96875,77.96875,47.890625,55.00000000000001,25.3125,26.5625,1.40625
PUNJAB,SHAHID BHAGAT SINGH NAGAR,78.57142857142857,MEDIUM,18.59375,78.28125,24.375,27.500000000000004,66.09375,82.578125,70.234375,82.8125,81.875,16.71875,23.671875,27.968749999999996,25.624999999999996,1.875
PUNJAB,FATEHGARH SAHIB,92.85714285714286,HIGH,18.125,76.5625,25.3125,35.3125,82.34375,82.578125,70.234375,86.71875,38.59375,12.109375,37.5,34.21875,47.1875,4.6875
PUNJAB,LUDHIANA,92.85714285714286,HIGH,86.71875,82.8125,92.1875,96.40625,92.65625,82.578125,70.234375,66.71875,87.734375,66.71875,95.3125,22.1875,29.6875,2.96875
PUNJAB,MOGA,92.85714285714286,HIGH,30.312499999999996,53.28125,37.03125,41.71875,73.4375,82.578125,70.234375,70.625,12.578125000000002,23.359375,47.34375,12.03125,19.21875,7.656250000000001
PUNJAB,FIROZPUR,78.57142857142857,MEDIUM,64.21875,43.59375,70.15625,68.125,71.40625,82.578125,70.234375,34.6875,38.59375,15.078125,40.625,1.09375,2.34375,13.359375000000002
PUNJAB,MUKTSAR,57.14285714285714,LOW,27.65625,34.84375,30.15625,34.0625,61.25000000000001,82.578125,70.234375,73.75,72.1875,27.65625,53.125,70.0,67.5,25.3125
PUNJAB,FARIDKOT,92.85714285714286,HIGH,19.0625,48.59375,26.5625,27.65625,70.46875,82.578125,70.234375,78.75,38.59375,6.484375000000001,32.578125,9.0625,12.968750000000002,13.593749999999998
PUNJAB,BATHINDA,92.85714285714286,HIGH,45.0,45.625,48.125,54.84375,84.84375,82.578125,70.234375,59.53125,77.96875,30.546875,80.9375,7.03125,8.125,25.156250000000004
PUNJAB,MANSA,85.71428571428571,MEDIUM,23.75,24.6875,22.65625,24.21875,55.46875,82.578125,70.234375,75.9375,62.890625,11.328125,44.453125,8.90625,10.625,74.21875
PUNJAB,PATIALA,100.0,HIGH,61.5625,64.6875,71.25,73.4375,84.53125,82.578125,70.234375,71.5625,77.96875,53.82812500000001,90.9375,28.749999999999996,35.9375,8.28125
PUNJAB,AMRITSAR,92.85714285714286,HIGH,72.96875,67.03125,86.25,84.84375,93.125,82.578125,70.234375,24.84375,62.890625,56.32812499999999,61.64062500000001,11.71875,21.875,2.1875
PUNJAB,TARN TARAN,85.71428571428571,MEDIUM,35.625,39.53125,53.125,49.84375,85.3125,82.578125,70.234375,58.4375,62.890625,23.359375,23.671875,12.5,25.0,73.4375
PUNJAB,RUPNAGAR,92.85714285714286,HIGH,20.9375,83.4375,29.062500000000004,33.125,76.09375,82.578125,70.234375,78.90625,62.890625,10.3125,35.546875,54.21875000000001,49.375,2.65625
PUNJAB,SAHIBZADA AJIT SINGH NAGAR,50.0,LOW,30.15625,85.15625,34.375,61.40624999999999,96.25,82.578125,70.234375,89.6875,85.0,40.3125,72.65625,70.15625,70.625,77.65625
PUNJAB,SANGRUR,92.85714285714286,HIGH,53.28125,43.90625,71.40625,74.21875,72.5,82.578125,70.234375,49.21875,77.96875,28.749999999999996,52.03124999999999,13.4375,19.375,11.25
PUNJAB,BARNALA,85.71428571428571,MEDIUM,17.8125,42.8125,23.125,28.90625,68.75,82.578125,70.234375,85.78125,38.59375,8.046875,41.953125,9.84375,16.09375,71.40625
CHANDIGARH,CHANDIGARH,92.85714285714286,HIGH,32.8125,91.09375,73.28125,81.40625,97.8125,66.25,91.640625,85.46875,38.59375,47.890625,55.00000000000001,56.71874999999999,63.28125,20.625
UTTARAKHAND,UTTARKASHI,64.28571428571429,LOW,11.5625,58.90625000000001,11.5625,11.40625,4.84375,76.796875,27.03125,87.03125,55.00000000000001,16.5625,50.9375,1.7187500000000002,2.34375,10.0
UTTARAKHAND,CHAMOLI,92.85714285714286,HIGH,12.5,78.75,16.875,15.78125,8.125,76.796875,27.03125,86.25,38.59375,46.484375,21.328125,75.0,68.90625,78.125
UTTARAKHAND,RUDRAPRAYAG,64.28571428571429,LOW,9.0625,75.3125,8.90625,8.28125,13.750000000000002,76.796875,27.03125,87.5,57.49999999999999,16.40625,57.03125,2.8125,2.34375,18.28125
UTTARAKHAND,TEHRI GARHWAL,92.85714285714286,HIGH,19.21875,62.5,19.21875,19.53125,20.3125,76.796875,27.03125,82.03125,38.59375,68.90625,32.578125,70.625,59.21875,66.71875
UTTARAKHAND,DEHRADUN,92.85714285714286,HIGH,54.6875,85.625,61.40624999999999,73.125,83.125,76.796875,27.03125,67.8125,87.734375,65.625,94.0625,77.03125,73.90625,3.5937499999999996
UTTARAKHAND,GARHWAL,57.14285714285714,LOW,21.25,79.375,22.1875,23.59375,11.71875,76.796875,27.03125,79.84375,70.15625,24.375,69.84375,67.8125,62.5,39.84375
UTTARAKHAND,PITHORAGARH,92.85714285714286,HIGH,14.84375,77.8125,18.90625,17.03125,6.5625,76.796875,27.03125,83.75,12.578125000000002,62.265625,29.453125000000004,84.6875,80.0,9.6875
UTTARAKHAND,BAGESHWAR,85.71428571428571,MEDIUM,9.84375,71.71875,8.59375,7.187499999999999,6.25,76.796875,27.03125,88.75,12.578125000000002,28.749999999999996,21.328125,85.9375,79.53125,52.65625000000001
UTTARAKHAND,ALMORA,92.85714285714286,HIGH,19.375,73.90625,19.0625,18.59375,9.375,76.796875,27.03125,80.78125,62.890625,76.71875,37.5,59.68750000000001,37.96875,63.74999999999999
UTTARAKHAND,CHAMPAWAT,92.85714285714286,HIGH,9.6875,69.53125,10.78125,8.59375,11.25,76.796875,27.03125,87.96875,38.59375,11.328125,29.453125000000004,74.0625,47.34375,7.8125
UTTARAKHAND,NAINITAL,92.85714285714286,HIGH,28.749999999999996,82.1875,28.4375,35.625,24.53125,76.796875,27.03125,75.15625,87.734375,62.265625,88.90625,75.46875,58.4375,6.875000000000001
UTTARAKHAND,UDHAM SINGH NAGAR,85.71428571428571,MEDIUM,52.96875,52.96875,55.00000000000001,72.96875,88.59375,76.796875,27.03125,73.59375,62.890625,49.53125,74.765625,6.25,6.25,26.875
UTTARAKHAND,HARDWAR,92.85714285714286,HIGH,61.40624999999999,51.09375000000001,72.03125,83.59375,87.8125,76.796875,27.03125,74.6875,62.890625,52.65625000000001,92.578125,49.53125,34.375,51.40625
HARYANA,PANCHKULA,85.71428571428571,MEDIUM,16.40625,80.3125,18.28125,25.3125,91.25,64.375,35.390625,87.34375,12.578125000000002,4.296875,40.46875,68.28125,47.8125,26.5625
HARYANA,AMBALA,85.71428571428571,MEDIUM,36.09375,80.78125,46.71875,56.56250000000001,91.875,64.375,35.390625,71.09375,62.890625,19.609375,57.34375000000001,32.03125,29.062500000000004,47.03125
HARYANA,YAMUNANAGAR,85.71428571428571,MEDIUM,38.75,70.0,53.75,59.84374999999999,81.5625,64.375,35.390625,67.1875,38.59375,19.609375,56.09375,64.0625,52.5,53.90625
HARYANA,KURUKSHETRA,85.71428571428571,MEDIUM,29.531249999999996,64.84375,51.40625,52.81249999999999,85.15625,64.375,35.390625,66.40625,12.578125000000002,15.78125,43.28125,22.96875,20.78125,72.1875
HARYANA,KAITHAL,85.71428571428571,MEDIUM,34.0625,41.71875,46.40625,47.34375,65.78125,64.375,35.390625,64.53125,12.578125000000002,25.46875,34.375,19.6875,29.375,77.5
HARYANA,KARNAL,85.71428571428571,MEDIUM,47.96875,57.96875,56.09375,58.59375,85.9375,64.375,35.390625,54.37499999999999,38.59375,30.546875,57.1875,28.125,31.406250000000004,71.71875
HARYANA,PANIPAT,85.71428571428571,MEDIUM,38.28125,59.06249999999999,59.53125,72.5,95.15625,64.375,35.390625,81.5625,38.59375,17.109375,51.09375000000001,12.812499999999998,14.21875,79.84375
HARYANA,SONIPAT,85.71428571428571,MEDIUM,46.71875,70.9375,48.59375,65.9375,90.625,64.375,35.390625,75.625,38.59375,42.578125,67.1875,10.625,11.40625,75.15625
HARYANA,JIND,85.71428571428571,MEDIUM,43.28125,51.71875,49.6875,45.0,70.3125,64.375,35.390625,52.1875,77.96875,33.046875,48.75,15.46875,27.8125,83.125
HARYANA,FATEHABAD,85.71428571428571,MEDIUM,28.125,38.75,37.5,36.71875,62.81250000000001,64.375,35.390625,66.25,38.59375,25.46875,31.093749999999996,13.28125,20.9375,90.9375
HARYANA,SIRSA,85.71428571428571,MEDIUM,41.09375,43.28125,48.75,59.375,49.375,64.375,35.390625,67.65625,38.59375,36.328125,48.90625,7.34375,9.84375,92.65625
HARYANA,HISAR,85.71428571428571,MEDIUM,56.875,55.625,62.5,62.96874999999999,69.0625,64.375,35.390625,47.03125,77.96875,43.515625,62.18749999999999,9.375,13.750000000000002,90.0
HARYANA,BHIWANI,85.71428571428571,MEDIUM,52.5,60.15625,49.0625,53.75,58.59375,64.375,35.390625,49.53125,77.96875,28.749999999999996,59.06249999999999,7.968749999999999,10.0,91.25
HARYANA,ROHTAK,85.71428571428571,MEDIUM,32.96875,74.53125,39.375,46.40625,86.71875,64.375,35.390625,70.3125,12.578125000000002,23.359375,50.78125,14.0625,20.625,77.96875
HARYANA,JHAJJAR,85.71428571428571,MEDIUM,29.21875,75.15625,34.21875,53.28125,88.75,64.375,35.390625,83.59375,62.890625,34.765625,60.0,15.625,15.0,89.84375
HARYANA,MAHENDRAGARH,85.71428571428571,MEDIUM,27.8125,68.90625,34.53125,32.8125,68.125,64.375,35.390625,68.75,38.59375,17.734375,43.59375,18.4375,23.75,81.09375
HARYANA,REWARI,85.71428571428571,MEDIUM,27.34375,76.25,30.0,49.21875,89.21875,64.375,35.390625,84.6875,38.59375,15.78125,50.625,31.874999999999996,34.53125,76.09375
HARYANA,GURGAON,57.14285714285714,LOW,48.90625,83.125,61.875,95.9375,97.03125,64.375,35.390625,98.28125,52.03124999999999,40.625,83.75,55.15624999999999,77.8125,70.9375
HARYANA,MEWAT,57.14285714285714,LOW,34.53125,2.8125,19.375,19.21875,88.4375,64.375,35.390625,66.875,48.59375,40.15625,36.71875,5.3125,4.6875,74.53125
HARYANA,FARIDABAD,85.71428571428571,MEDIUM,59.06249999999999,74.375,60.46875000000001,78.75,97.1875,64.375,35.390625,79.0625,38.59375,21.171875,71.09375,17.5,19.6875,72.5
HARYANA,PALWAL,78.57142857142857,MEDIUM,32.34375,32.03125,25.624999999999996,29.6875,91.5625,64.375,35.390625,72.5,12.578125000000002,17.109375,34.0625,21.40625,18.59375,54.53125
DELHI,NORTH WEST,78.57142857142857,MEDIUM,87.96875,85.0,78.125,84.6875,97.96875,80.9375,18.28125,97.34375,77.96875,62.96874999999999,96.953125,22.34375,19.84375,52.5
DELHI,NORTH,78.57142857142857,MEDIUM,27.187499999999996,91.875,67.96875,86.25,98.90625,74.53125,53.28125,97.34375,77.96875,43.515625,86.328125,91.25,88.4375,47.5
DELHI,NORTH EAST,78.57142857142857,MEDIUM,68.59375,79.0625,75.3125,72.1875,98.59375,80.46875,24.375,97.34375,38.59375,19.609375,88.671875,12.34375,15.78125,12.968750000000002
DELHI,EAST,78.57142857142857,MEDIUM,55.78125000000001,95.46875,71.09375,77.34375,99.375,75.46875,39.0625,97.34375,38.59375,30.546875,88.28125,95.15625,95.78125,0.78125
DELHI,NEW DELHI,78.57142857142857,MEDIUM,5.9375,96.71875,37.65625,83.28125,100.0,50.625,37.34375,97.34375,62.890625,75.78125,23.671875,17.34375,16.40625,38.90625
DELHI,CENTRAL,85.71428571428571,MEDIUM,17.34375,90.15625,88.28125,95.78125,99.84375,80.78125,63.74999999999999,97.34375,98.75,74.375,59.53125,12.968750000000002,15.625,29.375
DELHI,WEST,78.57142857142857,MEDIUM,73.90625,92.34375,80.78125,86.09375,99.0625,80.625,39.21875,97.34375,91.171875,62.96874999999999,95.9375,89.21875,85.9375,35.625
DELHI,SOUTH WEST,78.57142857142857,MEDIUM,69.0625,93.4375,41.25,50.15625,98.125,75.625,30.625000000000004,97.34375,87.734375,68.90625,89.296875,24.0625,22.34375,44.84375
DELHI,SOUTH,78.57142857142857,MEDIUM,77.65625,90.78125,59.21875,62.65625,98.28125,79.21875,37.5,97.34375,77.96875,28.749999999999996,90.46875,90.15625,89.53125,3.90625
RAJASTHAN,GANGANAGAR,92.85714285714286,HIGH,63.4375,44.375,69.375,72.65625,25.156250000000004,13.984374999999998,21.09375,41.875,12.578125000000002,82.109375,83.203125,8.59375,16.25,85.15625
RAJASTHAN,HANUMANGARH,92.85714285714286,HIGH,57.96875,35.3125,61.5625,60.9375,18.59375,13.984374999999998,21.09375,43.59375,12.578125000000002,79.375,83.90625,6.5625,8.75,83.4375
RAJASTHAN,BIKANER,92.85714285714286,HIGH,70.3125,22.1875,75.78125,71.875,15.625,13.984374999999998,21.09375,27.03125,1.171875,87.03125,55.00000000000001,7.8125,15.156249999999998,83.90625
RAJASTHAN,CHURU,92.85714285714286,HIGH,65.15625,28.59375,72.5,61.5625,16.875,13.984374999999998,21.09375,26.406249999999996,62.890625,95.46875,76.796875,9.21875,20.0,76.875
RAJASTHAN,JHUNJHUNUN,85.71428571428571,MEDIUM,66.71875,56.09375,65.15625,61.875,43.75,13.984374999999998,21.09375,33.59375,38.59375,97.421875,83.203125,1.40625,2.34375,60.9375
RAJASTHAN,ALWAR,92.85714285714286,HIGH,88.28125,39.21875,83.90625,87.1875,75.0,13.984374999999998,21.09375,23.125,12.578125000000002,99.21875,90.15625,30.625000000000004,28.59375,41.875
RAJASTHAN,BHARATPUR,92.85714285714286,HIGH,74.21875,34.53125,72.34375,66.40625,64.0625,13.984374999999998,21.09375,24.21875,1.171875,91.484375,60.703125,26.406249999999996,26.718750000000004,58.4375
RAJASTHAN,DHAULPUR,85.71428571428571,MEDIUM,38.4375,29.375,29.21875,28.281250000000004,37.96875,13.984374999999998,21.09375,60.78125,38.59375,44.6875,29.453125000000004,4.84375,2.34375,73.59375
RAJASTHAN,KARAULI,92.85714285714286,HIGH,47.03125,25.624999999999996,32.65625,30.625000000000004,53.75,13.984374999999998,21.09375,52.5,38.59375,57.89062499999999,63.28125,36.25,41.25,33.75
RAJASTHAN,SAWAI MADHOPUR,92.85714285714286,HIGH,43.4375,26.718750000000004,41.5625,38.75,37.5,13.984374999999998,21.09375,52.81249999999999,38.59375,60.46875000000001,66.328125,38.90625,42.8125,24.53125
RAJASTHAN,DAUSA,92.85714285714286,HIGH,52.34375,31.71875,55.15624999999999,53.43750000000001,76.25,13.984374999999998,21.09375,45.0,12.578125000000002,68.90625,69.453125,34.6875,39.53125,29.6875
RAJASTHAN,JAIPUR,92.85714285714286,HIGH,98.59375,57.65625,96.09375,97.65625,87.65625,13.984374999999998,21.09375,11.25,12.578125000000002,99.84375,100.0,28.281250000000004,40.46875,35.15625
RAJASTHAN,SIKAR,92.85714285714286,HIGH,76.5625,48.4375,81.71875,79.6875,42.1875,13.984374999999998,21.09375,22.1875,87.734375,97.8125,89.609375,14.6875,29.21875,58.28124999999999
RAJASTHAN,NAGAUR,92.85714285714286,HIGH,84.21875,19.21875,78.28125,73.28125,24.375,13.984374999999998,21.09375,15.46875,91.171875,99.0625,89.609375,9.6875,28.4375,48.75
RAJASTHAN,JODHPUR,92.85714285714286,HIGH,88.90625,24.84375,78.59375,77.8125,40.625,13.984374999999998,21.09375,15.156249999999998,38.59375,97.03125,92.265625,7.5,23.59375,63.28125
RAJASTHAN,JAISALMER,92.85714285714286,HIGH,20.78125,6.25,15.312500000000002,15.156249999999998,7.187499999999999,13.984374999999998,21.09375,76.71875,12.578125000000002,36.328125,29.453125000000004,6.71875,13.593749999999998,95.625
RAJASTHAN,BARMER,92.85714285714286,HIGH,75.46875,5.625,58.12500000000001,52.96875,15.156249999999998,13.984374999999998,21.09375,25.78125,38.59375,96.71875,47.34375,8.4375,20.3125,97.8125
RAJASTHAN,JALOR,85.71428571428571,MEDIUM,59.53125,5.3125,54.21875000000001,46.71875,13.28125,13.984374999999998,21.09375,36.71875,12.578125000000002,83.359375,69.453125,0.625,2.34375,89.6875
RAJASTHAN,SIROHI,92.85714285714286,HIGH,31.874999999999996,5.78125,32.5,35.46875,32.03125,13.984374999999998,21.09375,69.0625,12.578125000000002,42.578125,55.00000000000001,31.5625,73.59375,47.96875
RAJASTHAN,PALI,92.85714285714286,HIGH,65.0,19.6875,70.78125,68.4375,26.406249999999996,13.984374999999998,21.09375,34.84375,38.59375,94.0625,60.703125,10.0,35.46875,59.21875
RAJASTHAN,AJMER,92.85714285714286,HIGH,75.0,37.65625,81.40625,82.5,54.37499999999999,13.984374999999998,21.09375,28.749999999999996,77.96875,92.8125,63.28125,14.531250000000002,41.40625,49.21875
RAJASTHAN,TONK,92.85714285714286,HIGH,45.9375,18.125,52.96875,48.75,21.71875,13.984374999999998,21.09375,48.90625,12.578125000000002,77.109375,66.328125,31.71875,50.9375,36.328125
RAJASTHAN,BUNDI,92.85714285714286,HIGH,35.3125,17.8125,46.875,42.03125,35.0,13.984374999999998,21.09375,57.8125,12.578125000000002,50.625,35.546875,41.40625,53.90625,21.71875
RAJASTHAN,BHILWARA,92.85714285714286,HIGH,71.40625,15.78125,77.5,78.90625,39.53125,13.984374999999998,21.09375,35.625,1.171875,93.75,63.28125,20.15625,48.4375,27.187499999999996
RAJASTHAN,RAJSAMAND,92.85714285714286,HIGH,36.875,20.78125,50.31250000000001,51.40625,55.15624999999999,13.984374999999998,21.09375,62.03125000000001,38.59375,63.828125,39.53125,15.0,50.78125,64.0625
RAJASTHAN,DUNGARPUR,92.85714285714286,HIGH,45.15625,10.625,27.34375,26.25,34.21875,13.984374999999998,21.09375,55.46875,38.59375,78.125,29.453125000000004,35.0,67.1875,54.0625
RAJASTHAN,BANSWARA,92.85714285714286,HIGH,58.4375,6.71875,29.843750000000004,38.125,47.34375,13.984374999999998,21.09375,50.9375,12.578125000000002,81.484375,17.421875,53.28125,78.4375,45.78125
RAJASTHAN,CHITTAURGARH,85.71428571428571,MEDIUM,49.6875,19.53125,61.71875,59.06249999999999,53.59374999999999,13.984374999999998,21.09375,45.78125,38.59375,78.125,47.34375,3.5937499999999996,2.34375,36.328125
RAJASTHAN,KOTA,92.85714285714286,HIGH,62.81250000000001,63.74999999999999,70.625,74.6875,74.53125,13.984374999999998,21.09375,44.84375,1.171875,79.375,81.25,52.34375,71.25,31.5625
RAJASTHAN,BARAN,92.85714285714286,HIGH,39.21875,30.0,40.46875,39.53125,51.71875,13.984374999999998,21.09375,57.96875,12.578125000000002,70.390625,29.453125000000004,62.34375,71.5625,56.40625
RAJASTHAN,JHALAWAR,92.85714285714286,HIGH,45.625,16.875,50.625,47.03125,52.5,13.984374999999998,21.09375,51.5625,1.171875,62.96874999999999,17.421875,73.125,86.09375,33.125
RAJASTHAN,UDAIPUR,92.85714285714286,HIGH,81.71875,14.6875,77.96875,77.03125,38.59375,13.984374999999998,21.09375,21.875,12.578125000000002,97.421875,63.28125,39.21875,69.84375,59.375
RAJASTHAN,PRATAPGARH,92.85714285714286,HIGH,26.406249999999996,6.875000000000001,24.6875,21.875,26.25,13.984374999999998,21.09375,70.78125,12.578125000000002,44.6875,17.421875,50.46874999999999,76.40625,20.9375
UTTAR PRADESH,SAHARANPUR,92.85714285714286,HIGH,85.9375,40.625,83.28125,82.1875,77.5,56.71874999999999,6.406249999999999,15.0,38.59375,83.359375,94.6875,38.59375,32.03125,37.8125
UTTAR PRADESH,MUZAFFARNAGAR,92.85714285714286,HIGH,92.5,35.78125,83.125,80.3125,76.875,56.71874999999999,6.406249999999999,10.3125,38.59375,58.59375,90.3125,37.8125,17.96875,32.5
